Song_Name,Matched_Name,Artist,Ratio_Value,Song_List_Index,index,song_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,Matched_Artist
50 ways to say goodbye,dont say goodbye,train,68,17340,17340,Don't Say Goodbye,0.00607,0.6559999999999999,0.855,7.61e-06,6,0.238,-5.178,0,0.0497,119.881,4,0.6709999999999999,paulina rubio
red solo cup,ridin solo,toby keith,64,10882,10882,Ridin' Solo,0.133,0.67,0.871,0.0,9,0.17600000000000002,-2.362,1,0.117,90.02,4,0.6679999999999999,jason derulo
love you like a love song,love you like a love song,selena gomez  the scene,100,6659,6659,Love You Like A Love Song,0.0761,0.858,0.6779999999999999,0.0,1,0.0741,-3.87,0,0.0469,117.009,4,0.922,selena gomez  the scene
turn up the music,turn up the music,chris brown,100,17872,17872,Turn Up the Music,0.000266,0.5660000000000001,0.8340000000000001,1.37e-06,1,0.151,-5.944,1,0.104,129.93,4,0.677,chris brown
die young,die young,keha,100,159,159,Die Young,0.00498,0.711,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.8009999999999999,kesha
5 oclock,clockworks,tpain featuring wiz khalifa and lily allen,56,16842,16842,Clockworks,2.01e-06,0.228,0.98,0.833,1,0.289,-5.313,1,0.11,129.939,1,0.364,meshuggah
a thousand years,a thousand miles,christina perri,81,8109,8109,A Thousand Miles,0.314,0.56,0.825,0.0,11,0.227,-3.794,1,0.0352,94.931,4,0.339,vanessa carlton
take a little ride,wake up little susie,jason aldean,74,5108,5108,Wake Up Little Susie,0.318,0.7090000000000001,0.62,0.0,2,0.0426,-9.382,1,0.034,93.723,4,0.936,the everly brothers
you da one,you dont,rihanna,78,3446,3446,You Don't,0.407,0.6970000000000001,0.503,1.0800000000000003e-05,10,0.22,-5.817,0,0.353,113.686,4,0.7090000000000001,bohan phoenix
we run the night,rock the night,havana brown featuring pitbull,73,544,544,Rock the Night,0.036000000000000004,0.562,0.965,0.0,4,0.326,-2.789,0,0.0613,105.305,4,0.39,europe
its time,its time,imagine dragons,100,6924,6924,It's Time,0.0162,0.6559999999999999,0.884,0.0,2,0.145,-4.748,1,0.0372,105.009,4,0.86,imagine dragons
cashin out,lash out,cah out,78,12302,12302,Lash Out,0.0264,0.7440000000000001,0.77,1.27e-05,9,0.133,-4.0710000000000015,0,0.0531,128.005,4,0.901,alice merton
i dont want this night to end,i dont want to go home,luke bryan,71,3980,3980,I Don't Want To Go Home,0.34,0.626,0.565,3.08e-06,5,0.056,-11.895,1,0.0356,121.819,4,0.966,southside johnny and the asbury jukes
diamonds,diamonds,rihanna,100,4943,4943,Diamonds,0.126,0.5660000000000001,0.672,0.0,8,0.225,-5.0539999999999985,1,0.034,77.983,4,0.435,sarah darling
hard to love,heart to love,lee brice,88,1142,1142,Heart to Love,0.0423,0.518,0.73,0.000788,0,0.11,-6.232,0,0.041,98.966,4,0.591,passenger
somethin bout a truck,something about you,kip moore,75,3543,3543,Something About You,0.722,0.809,0.338,0.34,11,0.113,-11.03,0,0.0349,120.066,4,0.508,sophie meiers
adorn,adorn,miguel,100,13071,13071,Adorn,0.0543,0.625,0.5760000000000001,4.07e-05,11,0.187,-5.693,0,0.175,179.063,4,0.235,miguel
fly over states,love letter,jason aldean,62,14751,14751,Love Letter,0.472,0.608,0.871,0.0,3,0.0916,-3.89,0,0.0988,126.614,4,0.583,clairy browne  the bangin rackettes
even if it breaks your heart,i am trying to break your heart,eli young band,71,14719,14719,I Am Trying to Break Your Heart,0.433,0.75,0.7959999999999999,0.0,4,0.125,-5.184,1,0.0382,126.525,4,0.911,jc brooks  the uptown sound
burn it down,burn the house down,linkin park,71,6524,6524,Burn the House Down,0.0364,0.454,0.66,0.0,0,0.181,-4.357,1,0.168,184.353,4,0.568,ajr
thrift shop,thrift shop feat wanz,macklemore and ryan lewis featuring wanz,69,6919,6919,Thrift Shop (feat. Wanz),0.0619,0.7809999999999999,0.526,0.0,6,0.0457,-6.985,0,0.293,94.992,4,0.662,macklemore  ryan lewis
blurred lines,blurred lines,robin thicke featuring ti and pharrell williams,100,15884,15884,Blurred Lines,0.00373,0.862,0.608,6.14e-06,7,0.0856,-4.762,1,0.0402,120.002,4,0.836,robin thicke
radioactive,radioactive,imagine dragons,100,1787,1787,Radioactive,0.504,0.4970000000000001,0.6,0.0,8,0.265,-7.677,1,0.0721,134.993,4,0.426,pentatonix
harlem shake,harlem shake,baauer,100,12983,12983,Harlem Shake,0.0111,0.452,0.794,0.00182,0,0.416,-5.151,1,0.0483,137.825,4,0.282,baauer
cant hold us,cant hold us,macklemore and ryan lewis featuring ray dalton,100,1775,1775,Can't Hold Us,0.0128,0.657,0.852,0.0,11,0.366,-6.186,0,0.121,143.004,4,0.79,pentatonix
mirrors,mirrors,justin timberlake,100,6929,6929,Mirrors,0.234,0.574,0.512,0.0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512,justin timberlake
just give me a reason,give me one reason,pink featuring nate ruess,77,921,921,Give Me One Reason,0.602,0.608,0.419,7.58e-06,11,0.108,-10.016,1,0.0331,100.22,4,0.602,tracy chapman
when i was your man,when i see you smile,bruno mars,72,622,622,When I See You Smile,0.42,0.495,0.609,0.0,7,0.187,-9.902,1,0.0339,135.671,4,0.33,bad english
cruise,cruise,florida georgia line featuring nelly,100,1805,1805,Cruise,0.298,0.584,0.805,0.0,11,0.103,-4.057,1,0.109,74.938,4,0.89,home free
roar,roar,katy perry,100,18328,18328,Roar,0.00487,0.5539999999999999,0.772,6.6e-06,7,0.354,-4.8210000000000015,0,0.0418,179.984,4,0.455,katy perry
locked out of heaven,locked out of heaven,bruno mars,100,6931,6931,Locked Out Of Heaven,0.049,0.726,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,4,0.867,bruno mars
ho hey,ho hey,the lumineers,100,1428,1428,Ho Hey,0.601,0.6920000000000001,0.434,0.0,1,0.102,-8.53,1,0.026,82.978,4,0.455,nashville cast
stay,stay,rihanna featuring mikky ekko,100,5830,5830,Stay,0.8420000000000001,0.555,0.404,0.0,7,0.218,-14.187,0,0.0621,120.509,4,0.736,maurice williams  the zodiacs
get lucky,lucky,daft punk featuring pharrell williams,71,1600,1600,Lucky,0.29600000000000004,0.623,0.417,0.0,0,0.135,-8.699,1,0.0354,130.032,4,0.721,jason mraz
royals,royals,lorde,100,2592,2592,Royals,0.106,0.616,0.4320000000000001,0.0,7,0.132,-9.546,1,0.133,84.77799999999998,4,0.302,lorde
i knew you were trouble,i knew you were trouble,taylor swift,100,1767,1767,I Knew You Were Trouble,0.74,0.665,0.664,0.0,2,0.25,-5.505,1,0.0724,76.968,4,0.599,walk off the earth
we cant stop,we cant stop,miley cyrus,100,133,133,We Can't Stop,0.00882,0.613,0.622,0.0,1,0.37,-5.794,0,0.0334,80.003,4,0.484,miley cyrus
wrecking ball,wrecking ball,miley cyrus,100,167,167,Wrecking Ball,0.407,0.53,0.422,0.0,5,0.107,-6.2620000000000005,1,0.0342,119.964,4,0.349,miley cyrus
wake me up,wake me up,avicii,100,1783,1783,Wake Me Up,0.477,0.7120000000000001,0.5539999999999999,0.0,3,0.19,-6.6720000000000015,1,0.0337,116.91,4,0.369,home free
suit  tie,its time,justin timberlake featuring jayz,71,6924,6924,It's Time,0.0162,0.6559999999999999,0.884,0.0,2,0.145,-4.748,1,0.0372,105.009,4,0.86,imagine dragons
cups pitch perfects when im gone,the perfect nightmare,anna kendrick,57,6595,6595,The Perfect Nightmare,0.000396,0.279,0.99,0.0281,6,0.354,-3.241,1,0.168,103.842,4,0.149,crossfaith
holy grail,hold my girl,jay z featuring justin timberlake,73,1469,1469,Hold My Girl,0.597,0.614,0.527,0.0,10,0.11,-6.374,1,0.0302,121.941,4,0.354,george ezra
scream  shout,sure shot,william featuring britney spears,73,3020,3020,Sure Shot,0.388,0.6920000000000001,0.799,0.0,1,0.301,-7.923999999999999,1,0.16399999999999998,97.978,4,0.5489999999999999,beastie boys
clarity,clarity,zedd featuring foxes,100,16133,16133,Clarity,0.0398,0.509,0.7809999999999999,0.0,8,0.0749,-3.48,1,0.07200000000000001,128.0,4,0.17600000000000002,zedd
sail,asal,awolnation,75,13278,13278,Asal,0.412,0.445,0.589,3.35e-05,3,0.09,-5.5710000000000015,1,0.0394,132.994,4,0.526,ebi
dont you worry child,dont worry,swedish house mafia featuring john martin,67,5149,5149,Don't Worry,0.879,0.648,0.165,0.000216,4,0.13,-16.445999999999998,1,0.0348,99.585,4,0.435,marty robbins
diamonds,diamonds,rihanna,100,4943,4943,Diamonds,0.126,0.5660000000000001,0.672,0.0,8,0.225,-5.0539999999999985,1,0.034,77.983,4,0.435,sarah darling
i love it,i love it,icona pop featuring charli xcx,100,4272,4272,I Love It,0.0021,0.604,0.748,0.0,8,0.083,-5.343,1,0.0849,120.178,4,0.52,cheat codes
safe and sound,safe and sound,capital cities,100,6447,6447,Safe And Sound,0.000194,0.6559999999999999,0.821,0.00232,0,0.101,-4.838,1,0.0325,117.948,5,0.7909999999999999,capital cities
treasure,pressure,bruno mars,75,12570,12570,Pressure,0.23,0.517,0.988,0.8079999999999999,0,0.267,-3.002,1,0.0763,93.995,4,0.108,rl grime
the way,the way,ariana grande featuring mac miller,100,1010,1010,The Way,0.154,0.653,0.8740000000000001,1.36e-05,6,0.307,-5.66,0,0.0341,120.84,4,0.902,fastball
started from the bottom,started from the bottom,drake,100,4563,4563,Started From the Bottom,0.0425,0.79,0.531,0.0,8,0.266,-6.968,1,0.197,86.306,4,0.479,drake
come  get it,come and get it,selena gomez,89,1602,1602,Come And Get It,0.000157,0.569,0.986,5.32e-06,7,0.3670000000000001,-4.027,1,0.0671,108.001,4,0.403,i prevail
hold on were going home,hold on were going home,drake featuring majid jordan,100,15430,15430,"Hold On, We're Going Home",0.00415,0.7759999999999999,0.413,2.68e-05,6,0.0724,-7.438,0,0.0952,100.003,4,0.287,drake
daylight,daylight,maroon 5,100,8551,8551,Daylight,0.0851,0.583,0.79,0.000387,9,0.11,-4.885,1,0.0319,103.286,4,0.7140000000000001,matt and kim
feel this moment,in this moment,pitbull featuring christina aguilera,80,13306,13306,In This Moment,0.974,0.236,0.0131,0.868,0,0.119,-25.88,0,0.0352,65.492,3,0.125,gavin luke
applause,applause,lady gaga,100,10130,10130,Applause,0.0265,0.669,0.78,1.63e-06,7,0.14300000000000002,-4.287,0,0.053,139.945,4,0.738,lady gaga
one more night,one night,maroon 5,78,4057,4057,One Night,0.152,0.718,0.584,0.000101,1,0.116,-4.749,0,0.0758,133.095,5,0.18600000000000005,e40
love me,love me,lil wayne featuring drake and future,100,5494,5494,"Love, Me",0.742,0.6859999999999999,0.234,0.0,0,0.145,-12.646,1,0.0295,106.581,4,0.342,collin raye
my songs know what you did in the dark light em up,my songs know what you did in the dark light em up,fall out boy,100,14795,14795,My Songs Know What You Did In The Dark (Light Em Up),0.0278,0.56,0.916,6.27e-06,9,0.294,-4.319,0,0.0673,151.963,4,0.524,fall out boy
fuckin problems,fkin problems,asap rocky featuring drake 2 chainz and kendrick lamar,93,9347,9347,F**kin' Problems,0.0173,0.8540000000000001,0.703,2.4e-06,1,0.109,-7.127000000000002,1,0.285,95.957,4,0.6809999999999999,aap rocky
beauty and a beat,betray and degrade,justin bieber featuring nicki minaj,63,8454,8454,Betray And Degrade,9.85e-05,0.58,0.737,0.0367,10,0.0823,-4.795,1,0.0335,92.0,4,0.506,seether
same love,summer love,macklemore and ryan lewis featuring mary lambert,80,7261,7261,Summer Love,0.315,0.8590000000000001,0.507,9.47e-05,7,0.16899999999999998,-8.71,0,0.205,120.969,4,0.314,midnight quickie
sweet nothing,sweetest thing,calvin harris featuring florence welch,81,8346,8346,Sweetest Thing,0.701,0.546,0.411,9.73e-05,2,0.0955,-9.308,1,0.0475,79.785,4,0.528,allman brown
summertime sadness,summertime sadness,lana del rey and cedric gervais,100,14712,14712,Summertime Sadness,0.0542,0.565,0.654,1.8e-06,1,0.122,-6.8260000000000005,0,0.0335,111.968,4,0.235,lana del rey
home,home,phillip phillips,100,1574,1574,Home,0.292,0.542,0.589,0.000522,2,0.177,-6.622999999999998,1,0.0318,111.665,4,0.13699999999999998,edward sharpe  the magnetic zeros
its time,its time,imagine dragons,100,6924,6924,It's Time,0.0162,0.6559999999999999,0.884,0.0,2,0.145,-4.748,1,0.0372,105.009,4,0.86,imagine dragons
power trip,power trip,j cole featuring miguel,100,9341,9341,Power Trip,0.338,0.63,0.608,0.000288,1,0.665,-7.273,1,0.225,99.948,4,0.406,j cole
girl on fire,im on fire,alicia keys,82,361,361,I'm on Fire,0.589,0.62,0.446,0.0299,1,0.0727,-14.451,0,0.0347,88.59100000000002,4,0.868,bruce springsteen
heart attack,heart attack,demi lovato,100,15899,15899,Heart Attack,0.0738,0.504,0.785,0.0,8,0.239,-4.802,1,0.104,173.968,4,0.502,demi lovato
love somebody,to love somebody,maroon 5,90,2116,2116,To Love Somebody,0.716,0.405,0.378,7.23e-06,9,0.289,-12.342,1,0.0304,90.851,4,0.563,bee gees
i will wait,i will wait,mumford  sons,100,1598,1598,I Will Wait,0.0103,0.481,0.7659999999999999,0.0067,1,0.302,-5.207999999999998,1,0.0334,131.143,4,0.436,mumford  sons
try,try,pink,100,16037,16037,Try,0.259,0.46,0.32,0.0,7,0.114,-8.158999999999999,1,0.0336,131.701,4,0.175,jade novah
wagon wheel,wagon wheel,darius rucker,100,7800,7800,Wagon Wheel,0.58,0.621,0.403,0.0,9,0.114,-8.211,1,0.0359,145.525,4,0.634,old crow medicine show
gangnam style,diggi style,psy,67,7030,7030,Diggi Style,0.021,0.578,0.8140000000000001,0.0,6,0.0948,-2.463,0,0.165,89.992,4,0.5479999999999999,lalgérino
i need your love,high on your love,calvin harris featuring ellie goulding,79,13444,13444,High On Your Love,0.00434,0.64,0.488,0.8220000000000001,11,0.158,-9.773,1,0.0373,180.007,4,0.469,amber mark
die young,die young,kesha,100,159,159,Die Young,0.00498,0.711,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.8009999999999999,kesha
some nights,some nights,fun,100,8487,8487,Some Nights,0.0178,0.672,0.738,6.75e-05,0,0.0927,-7.045,1,0.0506,107.938,4,0.392,fun
bad,bad,wale featuring tiara thomas,100,7658,7658,Bad,0.366,0.8270000000000001,0.613,1.25e-05,8,0.093,-5.34,1,0.0621,137.96,4,0.747,lennon stella
boys round here,boys dont cry,blake shelton featuring pistol annies and friends,64,747,747,Boys Don't Cry,0.00517,0.462,0.836,0.0,11,0.18,-5.766,0,0.0621,168.766,4,0.6709999999999999,the cure
gone gone gone,one  one,phillip phillips,73,8314,8314,One + One,0.438,0.764,0.541,0.0011,7,0.0707,-7.496,1,0.109,172.12400000000005,4,0.5,graeme james
demons,dream on,imagine dragons,71,425,425,Dream On,0.388,0.307,0.433,9.08e-05,1,0.332,-10.057,1,0.029,160.9,4,0.224,aerosmith
counting stars,counting stars,onerepublic,100,15846,15846,Counting Stars,0.0654,0.664,0.705,0.0,1,0.115,-4.972,0,0.0382,122.017,4,0.477,onerepublic
i cry,cry,flo rida,75,7229,7229,Cry,0.166,0.733,0.5489999999999999,0.0,9,0.105,-6.108,0,0.128,77.05,4,0.387,colette lush
little talks,little talks,of monsters and men,100,1361,1361,Little Talks,0.873,0.637,0.263,0.0,5,0.16399999999999998,-9.094,0,0.0399,97.423,4,0.487,julia sheer
the other side,the other stripped,jason derulo,81,1526,1526,The Other (Stripped),0.816,0.376,0.371,0.0,7,0.337,-6.58,1,0.0365,90.514,4,0.395,lauv
berzerk,berzerk,eminem,100,9752,9752,Berzerk,0.0261,0.727,0.873,0.0,2,0.246,-4.0710000000000015,1,0.338,95.122,4,0.674,eminem
catch my breath,lose my breath,kelly clarkson,69,156,156,Lose My Breath,0.00727,0.8140000000000001,0.899,0.219,1,0.0979,-5.957999999999998,1,0.0637,119.011,4,0.545,destinys child
crash my party,costume party,luke bryan,67,11991,11991,Costume Party,0.281,0.384,0.545,0.0,3,0.149,-7.188,1,0.0351,168.106,4,0.179,lauren duski
pour it up,turn it up,rihanna,80,10587,10587,Turn It Up,0.00533,0.486,0.956,0.0,10,0.35100000000000003,-5.188,0,0.0696,164.00099999999995,4,0.5820000000000001,alice bag
22,22,taylor swift,100,1168,1168,22,0.00274,0.662,0.736,0.0008439999999999999,7,0.0464,-6.511,1,0.0374,104.003,4,0.674,taylor swift
i want crazy,i want candy,hunter hayes,83,833,833,I Want Candy,0.006229999999999999,0.6859999999999999,0.649,0.0625,7,0.0592,-12.935,1,0.0642,109.984,4,0.76,bow wow wow
the fox what does the fox say,what is there to say,ylvis,65,4473,4473,What Is There to Say?,0.52,0.767,0.132,0.901,2,0.116,-18.063,1,0.132,120.947,4,0.183,dweeb
best song ever,best thing i never had,one direction,67,10837,10837,Best Thing I Never Had,0.14300000000000002,0.545,0.649,1.57e-05,6,0.0894,-4.062,1,0.0324,99.099,4,0.297,beyoncé
the a team,the a team,ed sheeran,100,1554,1554,The A Team,0.669,0.642,0.289,0.0,9,0.18,-9.918,1,0.0367,84.99600000000002,4,0.407,ed sheeran
carry on,carry on,fun,100,13850,13850,Carry On,0.00763,0.515,0.915,0.619,9,0.795,-4.355,0,0.0886,145.072,4,0.364,alison wonderland
highway dont care,we dont care,tim mcgraw featuring taylor swift and keith urban,76,7166,7166,We Don't Care,0.0316,0.423,0.857,0.0,10,0.0555,-3.4410000000000003,0,0.275,180.01,4,0.655,sigala
thats my kind of night,some kind of drug,luke bryan,62,2476,2476,Some Kind Of Drug,0.0705,0.586,0.525,0.0,0,0.0729,-8.968,1,0.498,126.51,4,0.491,geazy
swimming pools drank,swimming pools drank  extended version,kendrick lamar,69,4572,4572,Swimming Pools (Drank) - Extended Version,0.123,0.716,0.485,2.69e-05,1,0.604,-7.745,1,0.404,74.132,4,0.26,kendrick lamar
sure be cool if you did,quiereme mucho  yours,blake shelton,55,4215,4215,Quiereme Mucho - Yours,0.696,0.448,0.758,5.47e-05,2,0.423,-5.938,1,0.0406,125.775,4,0.585,julio iglesias
beautiful,beautiful,mariah carey featuring miguel,100,146,146,Beautiful,0.578,0.457,0.573,3.05e-06,5,0.114,-3.866,0,0.0275,76.193,4,0.0992,christina aguilera
troublemaker,troublemaker,olly murs featuring flo rida,100,16349,16349,Troublemaker,0.00155,0.555,0.927,0.0288,0,0.209,-4.167,0,0.0708,156.031,4,0.848,devon gilfillian
body party,party,ciara,67,13170,13170,Party,0.0702,0.711,0.987,0.006809999999999999,1,0.0699,-2.749,1,0.125,126.003,4,0.5579999999999999,albert neve
adorn,adorn,miguel,100,13071,13071,Adorn,0.0543,0.625,0.5760000000000001,4.07e-05,11,0.187,-5.693,0,0.175,179.063,4,0.235,miguel
hall of fame,hall of fame,the script featuring william,100,130,130,Hall of Fame,0.0653,0.421,0.873,0.0,10,0.123,-4.343,1,0.0565,84.803,4,0.63,the script
let me love you until you learn to love yourself,let me hold you turn me on,neyo,57,13162,13162,Let Me Hold You (Turn Me On),0.0992,0.6809999999999999,0.774,0.0,1,0.35,-3.167,0,0.0787,102.924,4,0.267,cheat codes
uoeno,open,rocko featuring future and rick ross,67,5562,5562,Open,0.8959999999999999,0.551,0.324,0.0873,0,0.277,-10.962,1,0.0314,90.957,4,0.231,rhye
next to me,next to me,emeli sande,100,13946,13946,Next To Me,0.785,0.596,0.752,0.0004190000000000001,11,0.105,-4.904,1,0.07,127.06,4,0.306,otto knows
mamas broken heart,broken heart,miranda lambert,80,1636,1636,Broken Heart,0.0108,0.528,0.861,0.0,2,0.268,-4.309,1,0.0518,95.02,4,0.591,escape the fate
it goes like this,mistakes like this,thomas rhett,80,15672,15672,Mistakes Like This,0.000221,0.454,0.815,0.000549,1,0.0706,-5.077,1,0.0821,161.905,4,0.337,prelow
bugatti,battosai,ace hood featuring future and rick ross,67,4612,4612,Battosai,0.368,0.7290000000000001,0.7240000000000001,4.370000000000001e-05,1,0.102,-6.533,1,0.0376,110.115,4,0.14800000000000002,f430
wanted,wanted,hunter hayes,100,5505,5505,Wanted,0.612,0.636,0.298,4.31e-06,5,0.162,-8.931000000000003,1,0.0268,89.613,3,0.276,alan jackson
downtown,london town,lady antebellum,74,13871,13871,London Town,0.006690000000000001,0.892,0.483,3.37e-05,1,0.113,-5.801,1,0.115,106.029,4,0.281,mr eazi
get your shine on,get ur freak on,florida georgia line,69,888,888,Get Ur Freak On,0.5329999999999999,0.797,0.75,0.108,0,0.095,-9.369,1,0.247,177.87,4,0.74,missy elliott
thatpower,power,william featuring justin bieber,71,3383,3383,POWER,0.0162,0.5429999999999999,0.915,0.0,0,0.7440000000000001,-4.746,0,0.113,153.998,4,0.5770000000000001,kanye west
brave,brave,sara bareilles,100,10676,10676,BRAVE,0.5770000000000001,0.489,0.366,0.00014,6,0.0496,-11.097,1,0.0322,88.815,4,0.161,k e m a l
let her go,let her go,passenger,100,1555,1555,Let Her Go,0.365,0.479,0.545,0.0,7,0.0963,-7.346,1,0.0688,74.89699999999998,4,0.244,passenger
runnin outta moonlight,ruin your night,randy houser,70,6718,6718,Ruin Your Night,0.391,0.715,0.52,0.0,9,0.0797,-6.933,1,0.0265,108.991,4,0.769,sorcha richardson
im different,actin different,2 chainz,81,11554,11554,Actin' Different,0.0216,0.843,0.64,0.0,7,0.0791,-7.807,0,0.27,147.006,4,0.672,b wise
still into you,i still wait for you,paramore,76,9955,9955,I Still Wait For You,0.0126,0.472,0.679,0.0,9,0.102,-6.089,0,0.163,129.98,4,0.311,xylø
happy,happy,pharrell williams,100,9760,9760,Happy,0.28600000000000003,0.652,0.757,0.0,1,0.0886,-6.819,1,0.153,159.911,4,0.962,pharrell williams
dark horse,dark horse,katy perry featuring juicy j,100,13799,13799,Dark Horse,0.00314,0.645,0.585,0.0,6,0.165,-6.122000000000001,1,0.0513,131.931,4,0.353,katy perry
all of me,all of me,john legend,100,131,131,All of Me,0.922,0.422,0.264,0.0,8,0.132,-7.064,1,0.0322,119.93,4,0.331,john legend
fancy,fancy,iggy azalea featuring charli xcx,100,1431,1431,Fancy,0.408,0.36,0.3,0.0,11,0.0916,-11.515,0,0.0381,145.935,4,0.361,xavier dunn
counting stars,counting stars,onerepublic,100,15846,15846,Counting Stars,0.0654,0.664,0.705,0.0,1,0.115,-4.972,0,0.0382,122.017,4,0.477,onerepublic
talk dirty,dirty,jason derulo featuring 2 chainz,67,8439,8439,Dirty,1.2e-05,0.234,0.927,3.86e-05,5,0.114,-5.869,0,0.433,131.003,3,0.278,sevendust
rude,rude,magic,100,6928,6928,Rude,0.0423,0.774,0.7559999999999999,0.0,1,0.305,-4.995,1,0.0389,144.032,4,0.931,magic
all about that bass,all about that bass,meghan trainor,100,14702,14702,All About That Bass,0.0476,0.8109999999999999,0.879,1.91e-06,9,0.109,-3.724,1,0.0514,134.064,4,0.962,meghan trainor
problem,problem,ariana grande featuring iggy azalea,100,1778,1778,Problem,0.0953,0.7240000000000001,0.66,5.52e-06,11,0.118,-8.046,0,0.0787,108.19,4,0.7559999999999999,pentatonix
stay with me,stay with me,sam smith,100,7159,7159,Stay With Me,0.489,0.695,0.695,0.00019,2,0.131,-6.612,1,0.0706,100.021,4,0.468,ayokay
timber,timber,pitbull featuring kesha,100,148,148,Timber,0.0295,0.581,0.963,0.0,11,0.139,-4.087,1,0.0981,129.99200000000002,4,0.7879999999999999,pitbull
pompeii,pompeii,bastille,100,1438,1438,Pompeii,0.00839,0.557,0.34,0.0,0,0.0899,-3.965,1,0.0293,110.086,4,0.0585,josh golden
shake it off,shake it off,taylor swift,100,1440,1440,Shake It Off,0.195,0.399,0.371,0.0,9,0.14,-10.778,1,0.334,79.824,4,0.14800000000000002,william singe
am i wrong,am i wrong,nico  vinz,100,8804,8804,Am I Wrong,0.162,0.725,0.68,2.13e-06,8,0.158,-5.465,1,0.0306,119.939,4,0.76,nico  vinz
turn down for what,turn down for what,dj snake and lil jon,100,16095,16095,Turn Down for What,0.00107,0.818,0.799,0.128,1,0.057,-4.1,0,0.156,100.014,4,0.0815,dj snake
the monster,feed the monster,eminem featuring rihanna,81,12092,12092,Feed The Monster,3.86e-05,0.387,0.924,0.0008029999999999999,1,0.461,-5.228,1,0.0912,154.016,4,0.509,toxic gardn
say something,say something,a great big world and christina aguilera,100,12432,12432,Say Something,0.103,0.7070000000000001,0.632,1.09e-05,10,0.0841,-7.0310000000000015,1,0.0789,97.04,4,0.3720000000000001,justin timberlake
team,them,lorde,75,16917,16917,Them,0.8290000000000001,0.496,0.214,0.861,6,0.0759,-21.111,1,0.0323,100.031,3,0.0494,nils frahm
let her go,let her go,passenger,100,1555,1555,Let Her Go,0.365,0.479,0.545,0.0,7,0.0963,-7.346,1,0.0688,74.89699999999998,4,0.244,passenger
royals,royals,lorde,100,2592,2592,Royals,0.106,0.616,0.4320000000000001,0.0,7,0.132,-9.546,1,0.133,84.77799999999998,4,0.302,lorde
let it go,let it go,idina menzel,100,1396,1396,Let It Go,0.861,0.46,0.319,0.0,1,0.118,-8.621,1,0.0356,145.765,4,0.329,colin  caroline
wake me up,wake me up,avicii,100,1783,1783,Wake Me Up,0.477,0.7120000000000001,0.5539999999999999,0.0,3,0.19,-6.6720000000000015,1,0.0337,116.91,4,0.369,home free
demons,dream on,imagine dragons,71,425,425,Dream On,0.388,0.307,0.433,9.08e-05,1,0.332,-10.057,1,0.029,160.9,4,0.224,aerosmith
story of my life,story of my life,one direction,100,15829,15829,Story of My Life,0.225,0.6,0.6629999999999999,0.0,3,0.119,-5.8020000000000005,1,0.0477,121.07,4,0.28600000000000003,one direction
chandelier,chandelier,sia,100,1395,1395,Chandelier,0.835,0.514,0.206,0.0,5,0.114,-13.578,0,0.032,75.874,4,0.127,kina grannis
black widow,black dog,iggy azalea featuring rita ora,80,435,435,Black Dog,0.396,0.4370000000000001,0.8640000000000001,0.0314,4,0.242,-7.842,0,0.0904,81.39399999999998,4,0.7490000000000001,led zeppelin
bang bang,bang bang,jessie j ariana grande and nicki minaj,100,3927,3927,Bang Bang,0.7829999999999999,0.608,0.727,3.86e-06,3,0.515,-7.715,1,0.0709,127.172,4,0.835,joe cuba
latch,latch,disclosure featuring sam smith,100,7005,7005,Latch,0.0159,0.503,0.727,9.45e-05,1,0.0895,-5.456,1,0.16699999999999998,121.985,4,0.521,disclosure
maps,maps,maroon 5,100,1430,1430,Maps,0.696,0.62,0.374,4.2700000000000015e-05,1,0.106,-9.594,1,0.026,100.887,4,0.156,colin  caroline
loyal,loyal,chris brown featuring lil wayne and french montana too short or tyga,100,1185,1185,Loyal,0.224,0.649,0.5760000000000001,0.0,1,0.445,-5.936,0,0.0449,107.989,4,0.311,paloma faith
best day of my life,best day of my life,american authors,100,12985,12985,Best Day Of My Life,0.0525,0.6729999999999999,0.901,0.000535,2,0.0736,-2.379,1,0.0348,100.002,4,0.503,american authors
habits stay high,habits stay high,tove lo,100,17868,17868,Habits (Stay High),0.0703,0.733,0.65,6.59e-05,5,0.0829,-3.539,1,0.0315,110.003,4,0.348,tove lo
summer,summer,calvin harris,100,3174,3174,SUMMER,0.12,0.5920000000000001,0.569,1.75e-05,10,0.251,-6.374,1,0.0634,135.414,4,0.562,the carters
boom clap,boom clap,charli xcx,100,1414,1414,Boom Clap,0.57,0.653,0.525,0.0,4,0.141,-7.4460000000000015,1,0.0414,156.996,4,0.633,lennon  maisy
drunk in love,drunk in love,beyonce featuring jay z,100,15584,15584,Drunk in Love,0.00969,0.589,0.621,0.00104,5,0.181,-6.902,0,0.0468,140.03,4,0.401,beyoncé
anaconda,anaconda,nicki minaj,100,6648,6648,Anaconda,0.0668,0.964,0.605,7.78e-06,9,0.214,-6.223,1,0.179,129.994,4,0.6459999999999999,nicki minaj
