level_0,Unnamed: 0,Song Name,Matched Name,Ratio Value,Song List Index,index,song_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
2260,1432,love you inside out,love runs out,75,16147,16147,Love Runs Out,0.16699999999999998,0.7190000000000001,0.935,0.0,7,0.0973,-3.752,1,0.0589,120.022,4,0.738
2262,1433,i want you to want me,i want you to want me,100,437,437,I Want You to Want Me,0.78,0.8059999999999999,0.462,0.0134,2,0.15,-12.778,1,0.0298,92.726,4,0.736
2263,1434,the main eventfight,the kids arent alright,63,1103,1103,The Kids Aren't Alright,0.00594,0.527,0.941,2.89e-05,1,0.0641,-4.213,1,0.0377,99.636,4,0.7929999999999999
925,1435,mama cant buy you love,i cant make you love me,67,1401,1401,I Can't Make You Love Me,0.958,0.528,0.0927,0.000436,0,0.106,-8.419,1,0.0323,110.13,4,0.23
419,1436,i was made for dancin,i was made for lovin you,76,602,602,I Was Made For Lovin' You,0.213,0.768,0.852,7.45e-05,4,0.0723,-6.215,1,0.038,128.374,4,0.867
2038,1437,after the love has gone,after the tone,70,11031,11031,After the Tone,0.7340000000000001,0.802,0.18600000000000005,0.366,10,0.101,-13.562,0,0.0676,128.08100000000002,4,0.225
2264,1438,heaven knows,heaven knows,100,10584,10584,Heaven Knows,0.0351,0.75,0.564,6.95e-05,9,0.112,-7.956,0,0.0462,96.969,4,0.264
2266,1439,the gambler,the gambler,100,5296,5296,The Gambler,0.408,0.682,0.532,0.0,4,0.122,-11.61,1,0.0826,88.286,4,0.773
2267,1440,lotta love,whole lotta love,77,253,253,Whole Lotta Love,0.0484,0.412,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,4,0.422
1782,1441,lady,lady,100,6712,6712,Lady,0.0337,0.705,0.952,0.0,1,0.382,-2.8960000000000004,0,0.0489,107.001,4,0.633
1928,1442,heaven must have sent you,heavens just a sin away,71,5246,5246,Heaven's Just A Sin Away,0.775,0.56,0.593,0.0,6,0.0917,-7.622000000000001,1,0.0313,154.311,4,0.862
1188,1443,hold the line,hold the line,100,2138,2138,Hold the Line,0.0397,0.494,0.698,0.00634,6,0.152,-12.049,0,0.0553,95.842,4,0.778
2268,1444,hes the greatest dancer,the greatest,69,2557,2557,The Greatest,0.738,0.508,0.362,0.000998,0,0.0922,-9.688,1,0.0262,107.459,4,0.328
91,1445,sharing the night together,when the night is over,67,16212,16212,When the Night is Over,0.101,0.6859999999999999,0.417,0.166,6,0.123,-6.294,0,0.0261,95.989,3,0.563
2269,1446,she believes in me,i believe in love,74,16012,16012,I Believe In Love,0.402,0.504,0.494,1.62e-06,5,0.3670000000000001,-7.622999999999998,0,0.284,69.32,4,0.425
822,1447,in the navy,in the end,76,1,1,In The End,0.0103,0.542,0.853,0.0,3,0.108,-6.407,0,0.0498,105.256,4,0.37
2273,1448,music box dancer,cosmic dancer,69,6064,6064,Cosmic Dancer,0.078,0.374,0.505,0.00598,0,0.109,-17.273,1,0.0521,154.88,4,0.6829999999999999
2274,1449,the devil went down to georgia,the devil went down to georgia,100,5317,5317,The Devil Went Down to Georgia,0.131,0.517,0.535,0.0,0,0.085,-12.027,1,0.0494,135.08700000000002,4,0.933
2276,1450,gold,gold,100,3148,3148,GOLD,0.0716,0.8079999999999999,0.647,0.000466,11,0.205,-6.947,0,0.166,110.036,4,0.29
1027,1451,goodnight tonight,tonight tonight,88,15009,15009,Tonight Tonight,0.00173,0.5820000000000001,0.913,0.0,8,0.0646,-4.132,1,0.101,150.001,4,0.927
2277,1452,we are family,we are family,100,15945,15945,We Are Family,0.3,0.784,0.893,1.57e-05,7,0.272,-5.153,0,0.0923,118.738,4,0.8190000000000001
1638,1453,rock n roll fantasy,rock and roll all nite,73,417,417,Rock And Roll All Nite,0.0551,0.657,0.932,0.0,1,0.047,-5.819,1,0.0992,144.751,4,0.888
1015,1454,every 1s a winner,everyday is a winding road,70,1194,1194,Everyday Is A Winding Road,0.0393,0.598,0.6679999999999999,4.68e-05,6,0.219,-8.312000000000001,1,0.0408,112.928,4,0.733
2278,1455,take me home,take me home,100,10878,10878,Take Me Home,0.292,0.5579999999999999,0.451,0.0,9,0.101,-6.1629999999999985,1,0.0388,150.00799999999995,4,0.238
2282,1456,boogie wonderland,boogie wonderland,100,2169,2169,Boogie Wonderland,0.0843,0.802,0.7559999999999999,0.00765,2,0.0521,-10.791,0,0.0349,131.715,4,0.963
2283,1457,our love dont throw it all away,your love could start a war,66,14819,14819,Your Love Could Start a War,0.035,0.493,0.879,0.00116,4,0.343,-3.305,0,0.0737,120.066,4,0.5670000000000001
1340,1458,what you wont do for love,what you dont do,73,14681,14681,What You Don't Do,0.451,0.6559999999999999,0.731,2.26e-06,2,0.0811,-5.315,1,0.0876,144.005,3,0.649
1982,1459,new york groove,in your room,67,12731,12731,In Your Room,0.213,0.6920000000000001,0.515,0.403,2,0.128,-8.728,0,0.0621,88.01299999999998,4,0.204
2284,1460,sultans of swing,sultans of swing,100,462,462,Sultans Of Swing,0.0632,0.73,0.868,0.0661,5,0.318,-7.325,1,0.0288,148.217,4,0.923
2285,1461,i want your love,high on your love,79,13444,13444,High On Your Love,0.00434,0.64,0.488,0.8220000000000001,11,0.158,-9.773,1,0.0373,180.007,4,0.469
456,1462,chuck es in love,youre in love,69,537,537,You're In Love,0.00384,0.5670000000000001,0.867,0.08800000000000001,7,0.112,-11.541,1,0.0484,146.00799999999995,4,0.535
2210,1463,i love the nightlife,live the night,76,15625,15625,Live The Night,0.00707,0.805,0.968,0.00091,10,0.368,-3.909,1,0.227,127.984,4,0.211
2287,1464,aint no stoppin us now,aint no halfsteppin,68,9108,9108,Ain't No Half-Steppin',0.00569,0.836,0.728,0.000819,10,0.0649,-12.058,0,0.234,100.842,4,0.599
2288,1465,lonesome loser,one step closer,76,3422,3422,One Step Closer,0.0014,0.4920000000000001,0.969,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,4,0.5379999999999999
2290,1466,renegade,renegade,100,9309,9309,Renegade,0.4270000000000001,0.62,0.7929999999999999,0.0,11,0.221,-3.5210000000000004,1,0.425,82.539,4,0.8009999999999999
2292,1467,love is the answer,love is the drug,76,6044,6044,Love Is The Drug,0.0477,0.8390000000000001,0.73,0.00792,2,0.0305,-6.072,1,0.0809,124.653,4,0.596
2297,1468,got to be real,got to my head,71,9693,9693,Got To My Head,0.0118,0.515,0.74,8.99e-05,3,0.0602,-5.528,1,0.045,114.903,4,0.522
2299,1469,born to be alive,born to lose,71,2827,2827,Born to Lose,0.0797,0.395,0.892,0.0,11,0.706,-8.07,1,0.0537,148.43,4,0.67
902,1470,shine a little love,save a little love,86,8192,8192,Save A Little Love,0.0104,0.629,0.909,0.0,0,0.5529999999999999,-2.582,0,0.108,121.943,4,0.321
2300,1471,i just fall in love again,do it all over again,71,2515,2515,Do It All Over Again,0.00151,0.421,0.757,0.0422,0,0.116,-6.034,1,0.0324,140.102,4,0.672
2301,1472,shake it,shake it,100,8970,8970,Shake It,0.116,0.732,0.992,0.00588,8,0.0567,-3.216,1,0.1,149.94299999999996,4,0.664
420,1473,i was made for lovin you,i was made for lovin you,100,602,602,I Was Made For Lovin' You,0.213,0.768,0.852,7.45e-05,4,0.0723,-6.215,1,0.038,128.374,4,0.867
2303,1474,i just wanna stop,i just cant,71,7870,7870,I Just Can't,0.162,0.652,0.595,0.0,6,0.14800000000000002,-6.944,0,0.0419,77.538,4,0.303
2076,1475,disco nights rockfreak,some nights,55,8487,8487,Some Nights,0.0178,0.672,0.738,6.75e-05,0,0.0927,-7.045,1,0.0506,107.938,4,0.392
193,1476,ooo baby baby,baby boy,67,170,170,Baby Boy,0.0825,0.655,0.488,1.16e-06,1,0.221,-9.17,1,0.22,91.025,4,0.7909999999999999
2304,1477,september,september,100,1183,1183,September,0.174,0.6890000000000001,0.912,0.000243,9,0.298,-3.673,1,0.0302,125.94,4,0.982
2307,1478,time passages,messages,76,2882,2882,Messages,0.007790000000000002,0.608,0.7040000000000001,0.0287,1,0.058,-9.78,1,0.0327,129.594,4,0.899
2308,1479,rise,rise,100,4334,4334,Rise,0.32299999999999995,0.69,0.784,0.0,1,0.203,-4.6530000000000005,1,0.032,106.066,4,0.669
2310,1480,dont bring me down,dont let me down,76,4684,4684,Don't Let Me Down,0.157,0.532,0.8690000000000001,0.00508,11,0.136,-5.0939999999999985,1,0.172,159.803,4,0.422
2312,1481,promises,promise,93,13040,13040,Promise,0.403,0.764,0.7390000000000001,0.0,1,0.0821,-6.4220000000000015,1,0.0574,132.995,4,0.77
2315,1482,get used to it,we used to wait,83,9504,9504,We Used To Wait,0.0771,0.573,0.645,0.0148,8,0.105,-7.247999999999998,1,0.0277,120.765,4,0.478
2316,1483,how much i feel,how u feelin,74,8014,8014,How U Feelin?,0.215,0.78,0.647,0.0,2,0.0605,-6.507999999999999,1,0.267,115.928,4,0.3
1433,1484,suspicions,superstition,64,6391,6391,Superstition,0.0182,0.648,0.7509999999999999,0.000401,8,0.0418,-8.582,1,0.0806,100.437,4,0.863
184,1485,you take my breath away,take me away,69,7209,7209,Take Me Away,0.268,0.8490000000000001,0.487,0.0,9,0.106,-7.274,1,0.328,95.984,4,0.385
2317,1486,how you gonna see me now,how you like me now,74,7424,7424,How You Like Me Now,0.000973,0.647,0.71,0.703,0,0.0777,-4.692,1,0.029,110.059,4,0.268
2319,1487,double vision,double down,75,14898,14898,Double Down,0.011,0.637,0.636,0.00139,0,0.0706,-4.675,0,0.109,75.27600000000002,4,0.7879999999999999
2320,1488,everytime i think of you,every time i look for you,78,14862,14862,Every Time I Look For You,0.0019,0.522,0.952,0.0,11,0.37,-2.915,1,0.045,128.187,4,0.614
2323,1489,i got my mind made up you can get it girl,got my name changed back,52,11982,11982,Got My Name Changed Back,0.0189,0.639,0.871,0.00463,9,0.0439,-5.774,1,0.044,99.075,4,0.812
2324,1490,dont stop til you get enough,dont stop til you get enough  single version,78,2186,2186,Don't Stop 'Til You Get Enough - Single Version,0.126,0.878,0.821,0.0461,11,0.183,-9.875,1,0.08900000000000001,118.881,4,0.947
2325,1491,bad case of loving you doctor doctor,ill be loving you forever,56,626,626,I'll Be Loving You (Forever),0.282,0.598,0.282,0.0,11,0.105,-17.227,1,0.0256,134.70600000000002,4,0.305
2327,1492,somewhere in the night,somewhere in between,76,6778,6778,Somewhere In Between,0.589,0.777,0.805,0.00253,0,0.104,-5.8889999999999985,1,0.0309,118.062,4,0.889
2328,1493,weve got tonight,weve got tonight,100,624,624,We've Got Tonight,0.767,0.5429999999999999,0.227,4.29e-05,8,0.103,-11.247,1,0.0298,123.548,4,0.292
2330,1494,dance the night away,rage the night away,87,17575,17575,Rage the Night Away,0.00443,0.696,0.857,0.004529999999999999,10,0.207,-4.566,0,0.0427,128.006,4,0.196
2332,1495,dancin shoes,dancing shoes,96,4941,4941,Dancing Shoes,0.141,0.594,0.415,1.58e-06,7,0.105,-6.99,1,0.0277,138.032,4,0.205
2333,1496,the boss,the boss,100,6882,6882,The Boss,0.602,0.746,0.484,0.00824,1,0.0576,-9.614,1,0.0434,97.923,4,0.606
2335,1497,sail on,sail on,100,4791,4791,Sail On,0.333,0.32299999999999995,0.59,0.0,2,0.103,-6.372000000000001,1,0.0328,155.659,4,0.28300000000000003
676,1498,i do love you,i love you,87,13961,13961,I Love You,0.336,0.654,0.8590000000000001,0.0,0,0.0947,-4.3210000000000015,1,0.166,114.87,4,0.7040000000000001
2336,1499,strange way,stranger,74,7336,7336,Stranger,0.328,0.746,0.499,0.0,5,0.127,-6.774,0,0.0489,136.03799999999998,4,0.392
1112,1500,call me,call me,100,733,733,Call Me,0.000646,0.5539999999999999,0.833,0.0025,2,0.0737,-6.667000000000002,0,0.0347,142.673,4,0.773
2337,1501,another brick in the wall part ii,another brick in the wall pt 1,92,467,467,"Another Brick in the Wall, Pt. 1",0.937,0.617,0.0457,0.6409999999999999,0,0.0991,-26.401,1,0.0344,99.48,4,0.0967
1735,1502,magic,magic,100,1829,1829,Magic,0.596,0.7509999999999999,0.5760000000000001,0.0,9,0.0874,-9.687,0,0.313,90.064,4,0.743
2338,1503,rock with you,one with you,80,6612,6612,One with You,1.3e-05,0.243,0.941,0.000101,10,0.183,-6.757999999999999,0,0.17800000000000002,78.03399999999998,4,0.478
1270,1504,do that to me one more time,baby one more time,67,2344,2344,...Baby One More Time,0.202,0.759,0.6990000000000001,0.000131,0,0.443,-5.745,0,0.0307,92.96,4,0.907
1232,1505,crazy little thing called love,i believe in a thing called love,71,1388,1388,I Believe in a Thing Called Love,0.139,0.605,0.596,0.000554,9,0.101,-6.65,1,0.029,126.066,4,0.119
2342,1506,coming up,come up,75,14232,14232,Come Up,0.586,0.8220000000000001,0.579,1.23e-05,8,0.11,-7.8039999999999985,0,0.262,128.018,4,0.417
2345,1507,funkytown,unknown,75,18820,18820,Unknown,0.959,0.417,0.102,0.000275,6,0.8909999999999999,-16.787,1,0.0368,130.994,4,0.0863
571,1508,its still rock and roll to me,its still rock and roll to me,100,821,821,It's Still Rock and Roll to Me,0.0958,0.745,0.655,1.99e-06,5,0.0895,-7.588999999999999,1,0.166,141.429,4,0.5820000000000001
2347,1509,the rose,the promise,84,3324,3324,The Promise,0.703,0.496,0.0975,0.000714,1,0.0951,-17.234,1,0.0318,141.39700000000005,4,0.36
2349,1510,escape the pina colada song,escape the pina colada song,100,15993,15993,Escape (The Pina Colada Song),0.35700000000000004,0.818,0.6920000000000001,9.42e-06,0,0.127,-8.79,1,0.0529,139.695,4,0.934
2350,1511,cars,cars,100,2775,2775,Cars,0.00967,0.542,0.578,5.97e-05,2,0.0674,-8.755,1,0.0404,128.0,4,0.809
2351,1512,cruisin,cruise,77,1805,1805,Cruise,0.298,0.584,0.805,0.0,11,0.103,-4.057,1,0.109,74.938,4,0.89
2353,1513,working my way back to youforgive me girl,walking back to georgia,56,7787,7787,Walking Back To Georgia,0.7759999999999999,0.685,0.445,0.000154,6,0.0953,-10.675999999999998,0,0.0393,128.042,4,0.809
2354,1514,lost in love,lost in love,100,4365,4365,Lost In Love,0.177,0.8370000000000001,0.388,0.0,9,0.157,-13.319,0,0.28,139.997,4,0.489
159,1515,little jeannie,little lies,72,11015,11015,Little Lies,0.593,0.34,0.294,0.68,2,0.0944,-15.989,1,0.0426,83.93799999999997,4,0.136
2356,1516,ride like the wind,i like the way,75,17481,17481,I Like The Way,0.0333,0.6709999999999999,0.804,1.06e-06,10,0.152,-4.323,0,0.0356,120.014,4,0.618
2357,1517,upside down,upside down,100,8576,8576,Upside Down,0.248,0.7859999999999999,0.648,0.000156,6,0.138,-8.317,0,0.0522,102.399,4,0.652
2358,1518,please dont go,please dont go,100,15825,15825,Please Don't Go,0.0118,0.513,0.768,1.94e-05,4,0.294,-4.868,0,0.0587,84.264,4,0.235
2361,1519,babe,bae,86,5551,5551,BAE,0.318,0.736,0.457,0.0,3,0.129,-6.459,0,0.183,96.964,4,0.45
2362,1520,with you im born again,you win again,69,5042,5042,You Win Again,0.674,0.648,0.228,0.0,4,0.122,-12.684,1,0.0292,114.258,4,0.544
1708,1521,shining star,shining,74,8630,8630,Shining,0.053,0.768,0.807,2.99e-06,2,0.214,-5.507999999999999,0,0.106,112.001,4,0.575
2363,1522,still,still,100,16203,16203,Still,0.532,0.5720000000000001,0.73,0.000366,11,0.226,-7.3439999999999985,1,0.0518,93.063,1,0.456
60,1523,yes im ready,es mi reina,70,3920,3920,Es mi reina,0.602,0.6459999999999999,0.519,0.0,0,0.238,-9.592,1,0.0724,135.915,4,0.7709999999999999
2364,1524,sexy eyes,sleepy eyes,80,7874,7874,Sleepy Eyes,0.0508,0.619,0.733,0.0,6,0.215,-6.699,1,0.138,97.023,4,0.493
285,1525,steal away,walk away,74,4399,4399,Walk Away,0.00317,0.987,0.358,0.0464,9,0.0943,-8.677999999999999,0,0.08800000000000001,117.978,4,0.5529999999999999
2365,1526,biggest part of me,best part of us,79,10769,10769,Best Part of Us,0.142,0.76,0.679,0.0814,10,0.101,-7.966,0,0.0354,113.989,4,0.598
2366,1527,this is it,this is love,73,2535,2535,This Is Love,5.33e-05,0.589,0.705,1.22e-05,0,0.161,-5.2360000000000015,1,0.0292,112.402,4,0.394
2367,1528,cupidive loved you for a long time,you give love a bad name,55,519,519,You Give Love A Bad Name,0.0771,0.5589999999999999,0.825,0.0,0,0.363,-10.725,0,0.0401,122.821,4,0.805
2369,1529,lets get serious,lets get loud,76,215,215,Let's Get Loud,0.135,0.82,0.937,0.000128,5,0.35,-4.81,0,0.0551,130.993,4,0.906
2370,1530,dont fall in love with a dreamer,fell in love with a girl,71,6310,6310,Fell In Love With A Girl,0.6759999999999999,0.235,0.977,0.00024900000000000004,0,0.8,-1.606,1,0.141,91.929,4,0.379
1485,1531,sailing,sing,73,16093,16093,Sing,0.304,0.818,0.67,1.22e-06,8,0.0601,-4.4510000000000005,0,0.0472,119.988,4,0.939
521,1532,longer,linger,83,1058,1058,Linger,0.0783,0.439,0.434,4.870000000000001e-05,7,0.14,-14.918,1,0.0265,94.845,4,0.204
2373,1533,coward of the county,caught up in the country,64,8845,8845,Caught Up In The Country,0.00719,0.564,0.904,0.0,7,0.528,-3.808,1,0.0582,124.102,4,0.637
2216,1534,ladies night,last night,82,4786,4786,Last Night,0.799,0.542,0.317,0.0,0,0.0879,-10.278,1,0.0452,85.904,4,0.224
2375,1535,too hot,too hot,100,7255,7255,Too Hot,0.0749,0.867,0.268,1.51e-06,1,0.108,-8.492,1,0.13,89.05,4,0.489
2376,1536,take your time do it right,take me home tonight,65,835,835,Take Me Home Tonight,0.118,0.622,0.845,0.0,1,0.0984,-5.984,1,0.0324,132.752,4,0.715
562,1537,no more tears enough is enough,aint no mountain high enough,59,2040,2040,Ain't No Mountain High Enough,0.482,0.669,0.616,0.0,11,0.179,-10.776,0,0.033,130.037,4,0.818
2148,1538,more love,your love,78,791,791,Your Love,0.103,0.555,0.757,1.16e-06,1,0.0631,-7.8679999999999986,0,0.0601,129.607,4,0.5820000000000001
2378,1539,pop muzik,oxy music,56,4554,4554,Oxy Music,0.181,0.8320000000000001,0.7440000000000001,0.0025800000000000003,11,0.0612,-5.721,1,0.239,122.894,4,0.737
2379,1540,brass in pocket,brass monkey,67,9086,9086,Brass Monkey,0.00278,0.96,0.405,4.4e-06,6,0.104,-13.435,0,0.329,116.336,4,0.6459999999999999
2380,1541,special lady,special affair,69,17706,17706,Special Affair,0.183,0.795,0.409,0.00108,9,0.112,-10.134,0,0.0859,120.095,4,0.518
2381,1542,send one your love,ready for your love,76,12217,12217,Ready For Your Love,0.0517,0.691,0.77,0.046,5,0.335,-7.045,1,0.113,121.95,4,0.504
2382,1543,the second time around,when i come around,70,943,943,When I Come Around,0.0175,0.531,0.909,0.0,11,0.231,-4.2360000000000015,1,0.034,97.546,4,0.8140000000000001
2385,1544,we dont talk anymore,i dont hurt anymore,77,16757,16757,I Don't Hurt Anymore,0.841,0.527,0.466,0.0,9,0.177,-7.129,0,0.0293,78.333,4,0.5379999999999999
2386,1545,heartache tonight,here tonight,83,6492,6492,Here Tonight,0.0144,0.517,0.7759999999999999,0.0,11,0.113,-5.271,1,0.0362,96.002,4,0.448
2387,1546,stomp,stomp,100,16381,16381,Stomp,0.1,0.742,0.455,0.0,7,0.213,-13.778,1,0.0524,120.037,4,0.401
2388,1547,tired of toein the line,the cog in the machine,67,14151,14151,The Cog in the Machine,0.00432,0.396,0.98,0.000288,6,0.121,-5.372999999999998,1,0.0792,191.48,4,0.262
2389,1548,better love next time,better in time,74,194,194,Better in Time,0.512,0.584,0.7,2.43e-05,6,0.13,-4.251,1,0.0506,163.953,4,0.5489999999999999
2391,1549,him,hit,67,3017,3017,Hit,0.00116,0.342,0.888,1.18e-05,7,0.214,-4.404,1,0.0617,159.118,4,0.287
2392,1550,against the wind,leaf in the wind,75,4816,4816,Leaf In The Wind,0.968,0.304,0.0672,0.922,3,0.106,-20.575,1,0.0541,66.137,4,0.0347
30,1551,on the radio,on the road,87,1831,1831,On the Road,0.02,0.465,0.7490000000000001,0.000379,10,0.105,-6.653,0,0.358,72.579,4,0.39
2393,1552,emotional rescue,emotional  draper remix,67,10072,10072,Emotional - Draper Remix,0.0059,0.309,0.932,0.15,11,0.234,-3.213,0,0.234,174.98,4,0.29100000000000004
2309,1553,rise,rise,100,4334,4334,Rise,0.32299999999999995,0.69,0.784,0.0,1,0.203,-4.6530000000000005,1,0.032,106.066,4,0.669
1847,1554,all out of love,all out of love,100,613,613,All Out of Love,0.077,0.502,0.513,0.0,0,0.494,-6.473,1,0.0251,108.371,4,0.318
2394,1555,cool change,people change,75,4923,4923,People Change,0.884,0.374,0.276,0.0123,7,0.122,-14.945,1,0.0353,80.169,4,0.412
1,1556,youre only lonely,only lonely,79,3209,3209,Only Lonely,0.898,0.412,0.276,0.000372,7,0.0955,-11.711,1,0.0296,90.781,4,0.214
2396,1557,desire,desire,100,694,694,Desire,0.000212,0.49,0.8270000000000001,0.00406,8,0.112,-9.481,1,0.0482,108.577,4,0.626
2398,1558,let my love open the door,sleep on the floor,65,1505,1505,Sleep On The Floor,0.298,0.391,0.442,0.0,0,0.13,-8.076,1,0.0347,142.56,4,0.246
2399,1559,romeos tune,romeos tune,100,3960,3960,Romeo's Tune,0.345,0.541,0.5539999999999999,0.0247,9,0.215,-11.914,1,0.0306,94.826,4,0.737
574,1560,daydream believer,daydream believer,100,8251,8251,Daydream Believer,0.256,0.51,0.488,0.0,7,0.11,-10.304,1,0.0304,125.683,4,0.649
2400,1561,i cant tell you why,dying to tell you,67,11055,11055,Dying To Tell You,0.0664,0.684,0.735,0.0106,2,0.1,-5.488,0,0.0343,115.998,4,0.32299999999999995
2401,1562,dont let go,dont let me go,88,10107,10107,Don't Let Me Go,0.0104,0.5,0.855,0.00504,8,0.165,-3.224,1,0.0538,173.949,4,0.133
2403,1563,dont do me like that,need you like that,68,15826,15826,Need You Like That,0.363,0.467,0.565,1.12e-06,11,0.0725,-6.276,1,0.0457,147.512,4,0.116
2406,1564,shes out of my life,best day of my life,74,12985,12985,Best Day Of My Life,0.0525,0.6729999999999999,0.901,0.000535,2,0.0736,-2.379,1,0.0348,100.002,4,0.503
1710,1565,fame,fame,100,15976,15976,Fame,0.135,0.703,0.604,4.73e-06,0,0.0688,-13.195,0,0.0334,130.648,4,0.939
2408,1566,fire lake,first take,74,3644,3644,first take,0.015,0.423,0.536,0.0,7,0.095,-3.8,1,0.16,71.313,5,0.0895
2409,1567,how do i make you,no one like you,69,528,528,No One Like You,0.0203,0.505,0.631,2.21e-05,9,0.141,-10.433,0,0.038,118.178,4,0.835
2410,1568,into the night,of the night,85,9425,9425,Of The Night,0.0192,0.67,0.8290000000000001,0.000225,5,0.08900000000000001,-7.2,0,0.0427,125.01,4,0.349
620,1569,let me love you tonight,let me love you,79,145,145,Let Me Love You,0.235,0.6559999999999999,0.578,0.0,7,0.118,-8.97,0,0.0922,94.514,4,0.556
2415,1570,misunderstanding,outstanding,67,11823,11823,Outstanding,0.025,0.943,0.461,0.0,5,0.0846,-6.066,1,0.115,130.002,4,0.149
2417,1571,an american dream,american dream,90,8319,8319,American Dream,0.18,0.705,0.504,0.00393,10,0.126,-11.33,1,0.0323,133.077,4,0.177
2418,1572,one fine day,one fine day,100,6865,6865,One Fine Day,0.488,0.251,0.868,7.34e-06,1,0.8140000000000001,-2.685,1,0.128,177.13,4,0.599
2420,1573,dim all the lights,all of the lights,80,7351,7351,All Of The Lights,0.0796,0.541,0.8029999999999999,1.7100000000000002e-05,1,0.17600000000000002,-3.284,1,0.0738,142.135,4,0.221
2424,1574,you may be right,let you be right,75,12428,12428,LET YOU BE RIGHT,0.0292,0.8220000000000001,0.611,0.0,0,0.0628,-5.448,1,0.17,105.052,4,0.5670000000000001
815,1575,hurt so bad,hurt somebody,75,18270,18270,Hurt Somebody,0.343,0.6940000000000001,0.476,0.0,1,0.119,-6.98,1,0.297,114.939,4,0.5489999999999999
2426,1576,shouldve never let you go,never let you go,78,5543,5543,Never Let You Go,0.0106,0.725,0.75,0.0,0,0.197,-6.504,1,0.0385,92.909,4,0.207
670,1577,pilot of the airwaves,out of the darkness,70,5805,5805,Out of the Darkness,0.445,0.474,0.513,0.949,1,0.0968,-10.767,1,0.0323,105.958,4,0.0723
2430,1578,off the wall,on the ball,78,17153,17153,On the Ball,0.125,0.674,0.74,1.12e-05,2,0.192,-5.646,1,0.038,145.959,4,0.531
343,1579,i pledge my love,wheres my love,67,1499,1499,Where's My Love,0.853,0.598,0.343,0.0219,0,0.123,-11.04,0,0.025,103.984,4,0.419
2432,1580,the long run,the sound,67,2632,2632,The Sound,0.085,0.648,0.936,6.93e-06,0,0.482,-4.745,1,0.0762,120.708,4,0.5660000000000001
2433,1581,stand by me,stand by me,100,2056,2056,Stand By Me,0.57,0.65,0.306,7.07e-06,9,0.0707,-9.443,1,0.0393,118.068,4,0.605
2435,1582,heartbreaker,heartbreaker,100,316,316,Heartbreaker,0.0746,0.403,0.7090000000000001,0.494,9,0.132,-9.366,1,0.0885,97.161,4,0.654
2438,1583,deja vu,deja vu,100,8632,8632,Deja Vu,0.361,0.653,0.409,0.00012,9,0.189,-11.446,1,0.421,174.324,4,0.187
2440,1584,drivin my life away,ruin my life,71,7185,7185,Ruin My Life,0.423,0.665,0.6990000000000001,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585
2441,1585,take the long way home,long way home,74,3968,3968,Long Way Home,0.511,0.655,0.18,0.000284,10,0.108,-18.06,1,0.032,141.065,4,0.5
2442,1586,sara,sakura,80,9821,9821,SAKURA,0.0236,0.7490000000000001,0.77,0.000463,1,0.101,-7.337999999999999,0,0.0762,130.069,4,0.586
2444,1587,wait for me,wait for me,100,4001,4001,Wait For Me,0.0133,0.391,0.889,2.87e-06,3,0.113,-4.1789999999999985,0,0.052000000000000005,146.197,4,0.209
2446,1588,jojo,mojado,60,10484,10484,Mojado,0.393,0.46,0.672,1.15e-06,0,0.0525,-6.388,0,0.329,204.156,4,0.305
2305,1589,september morn,september,78,1183,1183,September,0.174,0.6890000000000001,0.912,0.000243,9,0.298,-3.673,1,0.0302,125.94,4,0.982
2211,1590,give me the night,live the night,84,15625,15625,Live The Night,0.00707,0.805,0.968,0.00091,10,0.368,-3.909,1,0.227,127.984,4,0.211
2447,1591,broken hearted me,broken heart,83,1636,1636,Broken Heart,0.0108,0.528,0.861,0.0,2,0.268,-4.309,1,0.0518,95.02,4,0.591
2452,1592,you decorated my life,you were mine,65,5508,5508,You Were Mine,0.342,0.542,0.34600000000000003,0.0,9,0.28300000000000003,-6.598,1,0.0296,139.856,4,0.173
2453,1593,tusk,lotus,67,4478,4478,Lotus,0.215,0.675,0.419,0.8959999999999999,0,0.0975,-8.686,0,0.0453,80.02199999999998,4,0.0602
2454,1594,i wanna be your lover,i wanna be your dog,85,345,345,I Wanna Be Your Dog,0.0229,0.527,0.871,0.155,4,0.419,-8.708,1,0.0354,120.722,4,0.107
2460,1595,in america,judas in america,77,15286,15286,Judas in America,0.767,0.617,0.486,0.541,3,0.105,-10.603,1,0.0239,95.044,4,0.8340000000000001
2462,1596,breakdown dead ahead,bravo de verdad,63,15329,15329,Bravo De Verdad,0.7490000000000001,0.7290000000000001,0.763,0.00135,5,0.256,-5.652,1,0.0413,94.035,4,0.945
2463,1597,ships,starships,71,18102,18102,Starships,0.135,0.747,0.716,0.0,11,0.251,-2.457,0,0.075,125.008,4,0.7509999999999999
2465,1598,all night long,all night long,100,6693,6693,All Night Long,0.293,0.7659999999999999,0.942,0.000234,7,0.332,-2.452,1,0.0499,109.954,4,0.608
